playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
bellobr01,2022,1,BOS,AL,2,8,13,11,1,0,0,172,75,30,1,27,55,0.315,4.71,1,2,2,0,268,0,34,0,1,9
bendean01,2022,1,MIA,NL,1,3,22,0,0,0,6,58,17,7,3,8,17,0.25,3.26,0,1,1,0,78,11,7,0,1,5
bernabr01,2022,1,SEA,AL,0,1,2,0,0,0,0,7,3,1,0,2,0,0.3,3.86,1,0,0,0,13,2,3,0,1,0
berrijo01,2022,1,TOR,AL,12,7,32,32,0,0,0,516,199,100,29,45,149,0.288,5.23,0,3,11,0,753,0,103,0,3,11
bethach01,2022,1,OAK,AL,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0
bethach01,2022,2,TBA,AL,0,0,3,0,0,0,0,9,6,1,1,0,1,0.4,3,0,0,0,0,15,3,1,0,0,0
bickfph01,2022,1,LAN,NL,2,1,60,0,0,0,0,183,53,32,12,14,67,0.233,4.72,0,0,2,0,247,13,33,0,4,4
biebesh01,2022,1,CLE,AL,13,8,31,31,1,0,0,600,172,64,18,36,198,0.23,2.88,0,5,2,1,791,0,70,3,3,17
bielabr01,2022,1,HOU,AL,0,0,5,0,0,0,0,37,11,5,2,4,12,0.234,3.65,0,1,3,0,54,2,5,0,0,1
birdja01,2022,1,COL,NL,2,4,38,0,0,0,0,143,45,26,7,23,42,0.249,4.91,3,4,4,0,211,11,29,1,2,5
blachty01,2022,1,COL,NL,1,0,24,1,0,0,1,133,51,29,4,11,29,0.291,5.89,2,1,2,0,193,10,29,1,4,3
blackpa01,2022,1,OAK,AL,7,6,21,21,0,0,0,334,110,53,15,30,89,0.255,4.28,2,1,5,0,467,0,53,1,0,8
blancro01,2022,1,HOU,AL,0,0,7,0,0,0,0,19,8,5,1,4,7,0.296,7.11,0,0,1,0,32,3,5,0,0,0
bleieri01,2022,1,MIA,NL,2,2,55,1,0,0,1,152,63,20,3,10,32,0.301,3.55,3,3,1,3,222,12,22,1,1,2
bolanro01,2022,1,KCA,AL,0,0,8,0,0,0,0,55,20,9,2,12,12,0.286,4.42,1,1,3,0,87,4,9,0,2,1
borucry01,2022,1,TOR,AL,0,0,11,0,0,0,0,19,7,7,2,5,8,0.269,9.95,0,0,1,0,33,2,7,1,0,0
borucry01,2022,2,SEA,AL,2,0,21,0,0,0,0,57,17,9,4,6,13,0.239,4.26,0,5,1,0,78,2,9,0,0,1
boxbebr01,2022,1,MIL,NL,4,3,70,0,0,0,1,192,52,21,6,27,68,0.223,2.95,1,0,2,0,268,9,23,3,3,4
boydma01,2022,1,SEA,AL,2,0,10,0,0,0,0,40,5,2,0,8,13,0.116,1.35,3,0,1,0,53,1,2,1,0,1
brachsi01,2022,1,ATL,NL,0,0,3,0,0,0,0,13,3,3,2,1,4,0.188,6.23,0,0,1,0,18,2,3,0,0,0
bradiky01,2022,1,BAL,AL,4,7,23,23,0,0,0,353,119,64,17,46,111,0.265,4.9,0,7,7,0,509,0,68,2,4,16
bradlar01,2022,1,LAA,AL,0,1,21,0,0,0,2,56,17,10,1,7,15,0.239,4.82,1,1,0,0,78,6,13,0,0,3
bradlja02,2022,1,BOS,AL,0,0,1,0,0,0,0,3,1,1,0,3,1,0.25,9,0,0,0,0,7,1,1,0,0,0
brashma01,2022,1,SEA,AL,4,4,39,5,0,0,0,152,46,25,3,33,62,0.247,4.44,1,3,2,0,222,3,25,1,0,7
brasiry01,2022,1,BOS,AL,0,3,68,0,0,0,1,187,68,40,9,13,64,0.28,5.78,1,1,1,0,263,11,43,0,6,6
braulst01,2022,1,CHN,NL,0,0,9,0,0,0,0,27,8,3,0,5,8,0.242,3,0,1,1,0,39,1,4,0,0,2
brazohu01,2022,1,MIA,NL,1,1,27,0,0,0,0,96,26,11,3,21,40,0.222,3.09,1,7,2,0,141,2,13,1,0,3
brebbjo01,2022,1,SFN,NL,6,2,76,11,0,0,0,204,71,24,5,18,54,0.268,3.18,2,0,1,0,288,4,27,2,2,2
brentja01,2022,1,KCA,AL,0,3,8,0,0,0,0,16,11,14,1,10,9,0.423,23.63,0,2,1,0,38,1,15,1,0,1
briceau01,2022,1,PIT,NL,0,0,4,0,0,0,0,20,4,3,0,3,5,0.167,4.05,0,0,0,0,27,2,3,0,0,0
briesbe01,2022,1,DET,AL,3,6,15,15,0,0,0,245,73,38,14,25,54,0.236,4.19,0,2,1,1,339,0,39,1,3,3
brighje01,2022,1,MIA,NL,0,1,16,0,0,0,1,72,22,9,3,10,28,0.244,3.38,0,1,0,0,101,2,10,1,0,1
brittza01,2022,1,NYA,AL,0,0,3,0,0,0,0,2,1,1,0,6,1,0.333,13.5,0,1,0,0,9,0,1,0,0,0
brogdco01,2022,1,PHI,NL,2,2,47,0,0,0,2,132,44,16,6,11,50,0.253,3.27,0,3,1,0,188,11,16,1,1,0
brookaa01,2022,1,SLN,NL,0,0,5,0,0,0,0,28,11,8,3,2,7,0.275,7.71,0,0,1,0,43,3,8,0,0,0
brossmi01,2022,1,MIL,NL,0,0,3,0,0,0,0,9,2,0,0,1,0,0.167,0,0,0,0,0,13,3,0,0,0,0
brownhu01,2022,1,HOU,AL,2,0,7,2,0,0,0,61,15,2,0,7,22,0.205,0.89,0,0,0,0,80,0,2,0,0,2
brubajt01,2022,1,PIT,NL,3,12,28,28,0,0,0,432,157,75,17,54,147,0.271,4.69,0,6,9,2,646,0,85,0,3,14
bruihju01,2022,1,LAN,NL,1,1,24,0,0,0,1,71,22,10,4,6,13,0.253,3.8,2,0,3,0,100,11,11,3,1,0
bubickr01,2022,1,KCA,AL,3,13,28,27,0,0,0,387,156,80,18,63,110,0.306,5.58,0,4,4,1,587,1,87,1,9,19
buehlwa01,2022,1,LAN,NL,6,3,12,12,1,1,0,195,67,29,8,17,58,0.263,4.02,0,1,2,0,274,0,30,0,0,4
bumgama01,2022,1,ARI,NL,7,15,30,30,0,0,0,476,179,86,25,49,112,0.281,4.88,0,2,9,0,698,0,97,1,2,14
bummeaa01,2022,1,CHA,AL,2,1,32,0,0,0,2,80,30,7,2,10,30,0.288,2.36,0,0,2,0,117,3,11,0,1,3
bundydy01,2022,1,MIN,AL,8,8,29,29,0,0,0,420,151,76,24,28,94,0.271,4.89,0,3,3,0,595,0,79,0,6,5
burkebr01,2022,1,TEX,AL,7,5,52,0,0,0,0,247,63,18,9,24,90,0.211,1.97,1,2,2,1,328,5,25,4,0,7
burneco01,2022,1,MIL,NL,12,8,33,33,0,0,0,606,144,66,23,51,243,0.197,2.94,0,10,13,0,797,0,73,0,2,15
burrry01,2022,1,CHA,AL,1,1,8,0,0,0,0,27,8,6,3,4,7,0.229,6,0,0,0,0,39,2,7,0,0,1
bushma01,2022,1,TEX,AL,2,1,40,5,0,0,1,110,27,12,5,10,45,0.199,2.95,0,3,2,0,151,7,16,2,1,1
bushma01,2022,2,MIL,NL,0,2,25,1,0,0,2,69,16,11,6,8,29,0.193,4.3,2,1,1,0,93,4,15,0,1,1
buttojo01,2022,1,NYN,NL,0,0,1,1,0,0,0,12,9,7,2,2,5,0.429,15.75,0,0,0,0,23,0,7,0,0,0
cabreed02,2022,1,MIA,NL,6,4,14,14,0,0,0,215,44,24,10,33,75,0.177,3.01,0,2,9,0,291,0,24,0,0,6
cabrege01,2022,1,SLN,NL,4,2,39,0,0,0,1,134,39,23,8,20,32,0.231,4.63,3,1,4,0,194,4,24,0,1,3
canoye01,2022,1,MIN,AL,1,0,10,0,0,0,0,41,17,14,3,11,14,0.304,9.22,0,2,1,0,70,2,14,0,2,0
canoye01,2022,2,BAL,AL,0,1,3,0,0,0,0,13,9,9,0,5,7,0.409,18.69,0,0,0,0,27,1,9,0,0,0
caratvi01,2022,1,MIL,NL,0,0,1,0,0,0,0,3,2,3,0,1,0,0.4,27,0,0,1,0,7,1,3,0,0,0
carltdr01,2022,1,DET,AL,0,0,5,0,0,0,0,26,4,2,1,0,7,0.129,2.08,0,1,0,0,32,4,4,0,1,0
carraca01,2022,1,NYN,NL,15,7,29,29,0,0,0,456,161,67,17,41,152,0.272,3.97,2,5,8,0,645,0,71,0,2,18
castada01,2022,1,MIA,NL,1,3,10,7,0,0,0,107,42,16,5,9,20,0.292,4.04,0,2,2,0,156,3,20,1,0,4
castehu01,2022,1,ARI,NL,3,2,11,9,0,0,0,133,50,28,7,12,32,0.289,5.68,0,2,4,0,194,1,29,0,4,3
castery01,2022,1,OAK,AL,0,0,3,0,0,0,0,8,2,0,0,0,1,0.182,0,0,2,0,0,11,1,1,0,0,0
castidi01,2022,1,SEA,AL,7,3,59,0,0,0,7,163,40,22,5,22,53,0.203,3.64,4,1,2,0,222,23,27,0,1,5
castidi02,2022,1,PIT,NL,0,0,2,0,0,0,0,6,6,8,1,3,1,0.545,36,0,0,1,0,15,2,8,0,0,1
castijo03,2022,1,SDN,NL,0,0,1,0,0,0,0,3,1,1,0,1,1,0.333,9,0,0,0,0,5,0,1,0,1,0
castilu02,2022,1,CIN,NL,4,4,14,14,0,0,0,255,63,27,7,28,90,0.201,2.86,0,0,4,1,349,0,30,1,1,5
castilu02,2022,2,SEA,AL,4,2,11,11,0,0,0,196,55,23,6,17,77,0.226,3.17,0,0,4,0,266,0,26,0,2,6
castilu03,2022,1,DET,AL,0,0,3,0,0,0,0,11,2,0,0,0,4,0.143,0,0,0,0,0,14,1,0,0,0,0
castima03,2022,1,TOR,AL,0,0,9,2,0,0,0,62,15,7,4,5,20,0.197,3.05,0,1,0,0,81,4,9,0,0,2
castima03,2022,2,KCA,AL,0,2,5,4,0,0,0,56,23,19,4,10,17,0.307,9.16,0,1,2,0,89,0,19,1,1,1
castran02,2022,1,CLE,AL,0,0,12,0,0,0,0,40,19,11,5,10,12,0.345,7.43,0,1,0,0,65,2,15,0,0,5
castrha01,2022,1,DET,AL,0,0,4,0,0,0,0,12,6,2,0,1,1,0.4,4.5,0,0,1,0,18,3,2,0,1,1
castrke01,2022,1,SFN,NL,0,0,2,0,0,0,0,5,4,5,0,2,4,0.444,27,0,0,0,0,11,1,5,0,0,0
castrke01,2022,2,CHN,NL,0,1,8,0,0,0,0,32,11,9,3,5,7,0.268,7.59,0,0,0,0,46,5,9,0,0,2
castrmi01,2022,1,NYA,AL,5,0,34,0,0,0,0,87,27,13,2,15,31,0.243,4.03,0,2,4,0,131,2,16,0,0,1
cavalca01,2022,1,WAS,NL,0,1,1,1,0,0,0,13,6,7,0,2,6,0.333,14.54,0,0,3,0,23,0,7,0,0,0
ceasedy01,2022,1,CHA,AL,14,8,32,32,1,1,0,552,126,45,16,78,227,0.19,2.2,2,7,3,1,747,0,55,2,1,5
cessalu01,2022,1,CIN,NL,4,4,46,10,0,0,0,242,76,41,14,28,59,0.25,4.57,0,3,2,0,336,1,44,0,2,9
chacijh01,2022,1,COL,NL,4,2,35,0,0,0,0,142,55,40,7,21,37,0.282,7.61,0,3,2,0,219,7,44,0,1,4
chafian01,2022,1,DET,AL,2,3,64,0,0,0,3,172,48,18,5,19,67,0.222,2.83,0,4,3,0,243,10,26,2,3,8
changyu01,2022,3,TBA,AL,0,0,2,0,0,0,0,6,6,3,1,0,0,0.6,13.5,0,0,0,0,11,2,3,0,1,1
chapmar01,2022,1,NYA,AL,4,4,43,0,0,0,9,109,24,18,4,28,43,0.188,4.46,0,6,1,0,160,19,18,0,2,1
chargjt01,2022,1,TBA,AL,2,0,21,3,0,0,0,67,16,6,3,5,17,0.203,2.42,0,0,2,0,86,3,7,0,0,5
chaveje01,2022,1,CHN,NL,0,0,3,0,0,0,0,17,7,4,1,2,3,0.318,6.35,0,0,0,0,24,0,4,0,0,1
chaveje01,2022,2,LAA,AL,1,0,11,0,0,0,0,32,15,9,2,4,10,0.326,7.59,0,0,0,0,50,6,12,0,0,1
chaveje01,2022,3,ATL,NL,3,3,46,1,0,0,0,159,49,16,5,14,61,0.333,2.72,0,2,1,1,218,8,18,1,1,2
chiriyo01,2022,1,TBA,AL,1,0,2,1,0,0,0,21,7,0,0,1,6,0.25,0,0,1,1,0,30,0,0,0,0,0
cimbead01,2022,1,TOR,AL,10,6,77,0,0,0,4,212,66,22,6,13,58,0.248,2.8,1,1,8,0,293,15,28,4,2,4
cishest01,2022,1,WAS,NL,1,4,69,0,0,0,1,199,54,31,11,27,74,0.223,4.21,1,3,13,0,287,12,33,1,4,3
cisnejo01,2022,1,DET,AL,1,0,28,0,0,0,0,75,15,3,0,19,23,0.176,1.08,0,1,1,0,105,6,4,0,0,4
civalaa01,2022,1,CLE,AL,5,6,20,20,0,0,0,291,93,53,14,22,98,0.249,4.92,1,1,7,0,407,0,58,0,5,5
clarkta01,2022,1,KCA,AL,3,1,47,0,0,0,3,147,50,22,6,8,48,0.26,4.04,0,3,1,0,203,8,25,0,2,2
claseem01,2022,1,CLE,AL,3,4,77,0,0,0,42,218,43,11,3,10,77,0.167,1.36,2,4,1,0,271,67,18,1,1,9
claudal01,2022,1,NYN,NL,0,0,3,0,0,0,0,10,1,0,0,2,2,0.091,0,0,0,0,0,13,2,0,0,0,0
claysa01,2022,1,WAS,NL,0,0,6,0,0,0,0,13,3,5,1,3,3,0.2,10.38,0,0,4,0,23,0,5,1,0,0
claysa01,2022,2,NYN,NL,0,0,1,0,0,0,0,3,1,0,0,1,2,0.2,0,0,0,0,0,6,1,1,0,0,0
cleavga01,2022,1,LAN,NL,0,1,4,0,0,0,0,13,6,5,1,3,7,0.333,10.38,0,0,1,0,24,1,7,1,1,0
cleavga01,2022,2,TBA,AL,1,0,13,0,0,0,0,56,8,5,1,4,25,0.125,2.41,0,0,0,0,68,2,5,0,0,0
clemeer01,2022,1,CLE,AL,0,0,2,0,0,0,0,6,6,4,2,0,0,0.6,18,0,1,0,0,11,2,4,0,1,1
clemeko01,2022,1,DET,AL,0,0,7,0,0,0,0,21,12,3,0,1,1,0.375,3.86,0,0,0,0,33,6,3,0,0,1
clevimi01,2022,1,SDN,NL,7,7,23,22,0,0,0,343,102,55,20,35,91,0.233,4.33,0,3,10,0,485,0,56,1,2,4
clippty01,2022,1,WAS,NL,0,0,4,0,0,0,0,15,6,4,1,4,4,0.286,7.2,0,0,3,0,28,3,4,0,0,0
cobbal01,2022,1,SFN,NL,7,8,28,28,0,0,0,449,152,62,9,43,151,0.262,3.73,0,4,3,1,631,0,72,1,3,13
colege01,2022,1,NYA,AL,13,8,33,33,0,0,0,602,154,78,33,50,257,0.209,3.5,0,2,2,2,793,0,81,0,2,12
colemdy01,2022,1,KCA,AL,5,2,68,0,0,0,0,204,47,21,5,37,71,0.194,2.78,1,7,6,0,289,9,26,0,4,4
colomal01,2022,1,COL,NL,2,7,53,0,0,0,4,141,57,30,5,22,32,0.3,5.74,2,4,0,1,215,13,36,0,2,5
contrro01,2022,1,PIT,NL,5,5,21,18,0,0,0,285,82,40,13,39,86,0.225,3.79,1,11,2,0,408,1,45,0,2,3
coonrsa01,2022,1,PHI,NL,0,0,12,0,0,0,0,38,12,11,1,7,12,0.267,7.82,0,1,3,0,58,3,12,0,3,2
corbipa01,2022,1,WAS,NL,6,19,31,31,1,0,0,458,210,107,27,49,128,0.321,6.31,1,2,7,0,713,0,119,1,1,14
cortene01,2022,1,NYA,AL,12,4,28,28,1,1,0,475,108,43,16,38,163,0.189,2.44,0,1,2,0,615,0,44,0,3,6
cottojh01,2022,1,MIN,AL,2,2,25,0,0,0,0,105,23,11,7,16,31,0.185,2.83,0,2,2,0,144,7,13,0,2,2
cottojh01,2022,2,SFN,NL,2,0,5,0,0,0,0,24,11,6,0,4,8,0.344,6.75,0,1,0,0,37,2,7,0,1,1
couloda01,2022,1,MIN,AL,0,0,10,0,0,0,0,37,7,2,0,9,9,0.163,1.46,0,1,0,0,53,3,3,0,1,0
cousija01,2022,1,MIL,NL,2,1,12,0,0,0,0,40,10,4,1,8,21,0.204,2.7,1,4,2,0,59,6,4,0,0,1
crawfku01,2022,1,BOS,AL,3,6,21,12,0,0,0,232,81,47,12,29,77,0.269,5.47,1,4,2,1,334,3,49,0,2,4
crickky01,2022,1,CHA,AL,2,0,14,0,0,0,0,47,10,7,0,11,19,0.189,4.02,0,0,2,0,66,3,7,0,0,0
crismna01,2022,1,SDN,NL,5,2,50,1,0,0,0,202,57,22,5,22,65,0.226,2.94,1,0,2,2,280,14,29,0,4,7
criswco01,2022,1,TBA,AL,0,0,1,1,0,0,0,10,2,1,0,1,4,0.167,2.7,0,0,0,0,13,0,1,0,0,0
crowewi01,2022,1,PIT,NL,6,10,60,1,0,0,4,228,68,37,8,38,68,0.235,4.38,0,3,3,0,332,20,40,1,1,10
cruzfe01,2022,1,CIN,NL,0,1,14,2,0,0,0,44,9,2,1,9,21,0.167,1.23,0,1,1,0,64,1,3,0,0,0
cruzje01,2022,1,ATL,NL,0,0,7,0,0,0,0,26,8,6,3,4,6,0.235,6.23,0,0,1,0,39,4,6,0,0,1
cuasjo01,2022,1,KCA,AL,4,2,47,0,0,0,1,113,39,15,2,24,34,0.264,3.58,2,1,6,0,180,4,18,1,1,1
cuetojo01,2022,1,CHA,AL,8,10,25,24,1,0,0,475,161,59,15,33,102,0.267,3.35,2,2,6,1,651,0,66,1,7,20
culbech01,2022,1,TEX,AL,0,0,2,0,0,0,0,6,1,0,0,1,0,0.143,0,0,0,0,0,8,2,0,0,0,0
curryxz01,2022,1,CLE,AL,0,1,2,2,0,0,0,28,13,6,1,6,3,0.325,5.79,0,0,1,0,47,0,7,0,0,1
cyrty01,2022,1,PHI,NL,0,0,1,0,0,0,0,1,2,1,1,0,0,0.667,27,0,0,0,0,3,1,1,0,0,0
cyrty01,2022,2,OAK,AL,1,0,11,0,0,0,0,39,9,3,1,5,16,0.196,2.08,0,0,1,0,52,2,3,0,0,2
danisty01,2022,1,BOS,AL,3,1,32,0,0,0,0,121,40,23,7,12,32,0.255,5.13,0,1,4,0,173,10,24,0,0,4
darviyu01,2022,1,SDN,NL,16,8,30,30,0,0,0,584,148,67,22,37,197,0.207,3.1,0,4,12,1,771,0,67,1,6,10
davidtu01,2022,1,ATL,NL,1,2,4,3,0,0,0,46,15,11,0,13,10,0.254,6.46,0,0,1,0,74,1,11,0,1,1
davidtu01,2022,2,LAA,AL,1,5,8,8,0,0,0,110,39,28,7,22,23,0.271,6.87,0,1,2,0,169,0,28,0,1,4
davieza01,2022,1,ARI,NL,2,5,27,27,0,0,0,403,122,61,21,52,102,0.241,4.09,0,1,2,0,570,0,66,1,8,10
davisau01,2022,1,BOS,AL,2,1,50,3,0,0,0,163,56,33,5,29,61,0.26,5.47,1,1,5,0,254,10,36,2,3,2
davisau01,2022,2,MIN,AL,0,0,2,0,0,0,0,5,1,3,0,4,3,0.167,16.2,0,0,0,0,10,2,3,0,0,0
davisno01,2022,1,COL,NL,0,0,1,0,0,0,0,3,3,2,1,1,2,0.5,18,0,0,0,0,7,0,2,0,0,0
degroja01,2022,1,NYN,NL,5,4,11,11,0,0,0,193,40,22,9,8,102,0.175,3.08,0,0,0,0,239,0,22,1,1,1
dejesan01,2022,1,DET,AL,0,0,8,0,0,0,0,38,9,3,2,4,7,0.188,2.13,0,2,2,0,54,3,3,0,0,0
dejonch01,2022,1,PIT,NL,6,3,42,0,0,0,1,215,52,21,10,30,59,0.204,2.64,1,4,5,0,293,16,24,1,1,7
delosen01,2022,1,CLE,AL,5,0,50,0,0,0,1,160,40,18,3,17,61,0.208,3.04,1,3,2,1,215,11,18,0,4,2
delosye01,2022,1,PIT,NL,0,3,26,0,0,0,3,77,22,14,3,11,26,0.224,4.91,1,0,1,0,112,13,18,1,0,1
dermoma01,2022,1,CHN,NL,0,0,1,0,0,0,0,3,2,2,0,2,1,0.4,18,1,0,0,0,7,1,2,0,0,0
desclan01,2022,1,SFN,NL,0,2,5,5,0,0,0,57,34,14,4,4,17,0.4,6.63,0,0,1,0,94,0,21,1,3,1
detmere01,2022,1,LAA,AL,7,6,25,25,1,1,0,387,110,54,13,46,122,0.231,3.77,1,2,8,0,539,0,56,1,7,9
detwiro01,2022,1,CIN,NL,0,2,30,0,0,0,1,79,31,13,5,10,28,0.287,4.44,2,0,3,0,122,7,13,0,1,1
devench02,2022,1,ARI,NL,2,1,10,0,0,0,0,32,14,9,2,1,9,0.318,7.59,0,0,1,0,48,0,9,0,2,0
devench02,2022,2,PHI,NL,0,0,3,0,0,0,0,12,7,5,1,0,3,0.389,11.25,0,0,0,0,19,1,5,0,1,0
diazal03,2022,1,CIN,NL,7,3,59,0,0,0,10,191,28,13,5,33,83,0.131,1.84,3,7,5,0,255,20,18,1,3,4
diazed04,2022,1,NYN,NL,3,1,61,0,0,0,32,186,34,9,3,18,118,0.16,1.31,1,2,2,0,235,49,9,0,2,3
diazjh01,2022,1,LAA,AL,1,1,4,3,0,0,0,46,13,5,1,10,11,0.236,2.93,0,0,0,0,66,1,5,0,1,3
diazmi02,2022,1,DET,AL,0,0,3,0,0,0,0,11,1,1,0,2,3,0.083,2.45,0,1,0,0,14,0,1,0,0,0
dickeco01,2022,1,SLN,NL,0,0,1,0,0,0,0,3,2,0,0,1,0,0.4,0,0,0,0,0,6,1,0,0,0,0
diehlph01,2022,1,CIN,NL,0,0,5,0,0,0,0,17,8,7,3,3,3,0.32,11.12,1,1,0,0,28,1,7,0,0,0
diekmja01,2022,1,BOS,AL,5,1,44,0,0,0,1,115,27,18,5,30,51,0.203,4.23,1,5,6,0,171,8,22,0,2,4
diekmja01,2022,2,CHA,AL,0,3,26,0,0,0,0,58,25,14,4,12,28,0.301,6.52,1,2,2,0,98,2,18,0,1,0
diplama01,2022,1,BAL,AL,0,0,5,0,0,0,0,17,4,1,0,5,8,0.182,1.59,0,0,0,0,27,2,2,0,0,0
dominse01,2022,1,PHI,NL,6,5,54,0,0,0,9,153,36,17,4,22,61,0.197,3,1,3,1,0,207,16,18,0,1,5
doolise01,2022,1,WAS,NL,0,0,6,0,0,0,0,16,1,0,0,0,6,0.059,0,0,0,0,0,17,0,0,0,0,0
dovalca01,2022,1,SFN,NL,6,6,68,0,0,0,27,203,54,19,4,30,80,0.218,2.53,2,4,3,0,286,51,27,1,4,2
dowdyky01,2022,1,CIN,NL,0,0,2,0,0,0,0,19,5,0,0,3,3,0.217,0,0,0,1,0,27,0,0,0,0,1
doziehu01,2022,1,KCA,AL,0,0,1,0,0,0,0,3,2,2,1,1,0,0.4,18,0,0,0,0,6,1,2,0,0,0
duartda01,2022,1,CIN,NL,0,0,3,0,0,0,0,8,3,3,1,3,2,0.3,10.13,0,0,0,0,14,1,3,0,1,0
duffety01,2022,1,MIN,AL,2,4,40,0,0,0,2,132,45,24,8,15,39,0.268,4.91,1,2,1,0,185,10,24,0,1,5
duggero01,2022,1,TBA,AL,0,0,1,0,0,0,0,16,8,3,0,0,7,0.333,5.06,0,1,0,0,24,1,3,0,0,0
duggero01,2022,2,CIN,NL,0,1,3,1,0,0,0,32,11,8,3,7,12,0.268,6.75,0,1,0,0,48,0,8,0,0,0
dunnida01,2022,1,TEX,AL,4,8,29,29,0,0,0,460,158,76,20,62,137,0.268,4.46,0,6,11,0,671,0,80,0,8,13
dunnju01,2022,1,CIN,NL,1,3,7,7,0,0,0,93,32,21,11,17,21,0.276,6.1,0,0,3,0,138,0,21,1,1,3
duranjh01,2022,1,MIN,AL,2,4,57,0,0,0,8,203,50,14,6,16,89,0.207,1.86,3,6,4,0,266,18,15,2,2,8
duronni01,2022,1,PHI,NL,0,0,1,0,0,0,0,3,2,0,0,0,1,0.5,0,0,0,0,0,4,0,0,0,0,1
edwarca01,2022,1,WAS,NL,6,3,57,0,0,0,2,186,51,19,8,25,56,0.224,2.76,0,2,1,0,256,8,22,0,2,2
effrosc01,2022,1,CHN,NL,1,4,47,1,0,0,1,132,36,13,2,11,50,0.22,2.66,3,0,0,1,178,6,19,1,1,3
effrosc01,2022,2,NYA,AL,0,0,13,0,0,0,3,38,9,3,1,4,12,0.196,2.13,0,0,1,0,51,5,4,0,0,0
eflinza01,2022,1,PHI,NL,3,5,20,13,0,0,1,227,70,34,8,15,65,0.241,4.04,1,0,5,0,313,2,38,0,3,4
eickhje01,2022,1,PIT,NL,0,1,1,1,0,0,0,13,10,10,2,1,4,0.455,20.77,0,0,3,0,27,0,10,0,1,0
elderbr01,2022,1,ATL,NL,2,4,10,9,1,1,0,162,44,19,4,23,47,0.222,3.17,1,0,3,0,227,1,19,1,2,5
eliasro01,2022,1,SEA,AL,0,0,7,0,0,0,0,23,7,3,1,3,6,0.233,3.52,0,0,0,0,33,5,3,0,0,0
ellisch01,2022,1,BAL,AL,0,0,2,2,0,0,0,13,5,5,0,6,2,0.278,10.38,0,0,1,0,25,0,5,0,0,1
eovalna01,2022,1,BOS,AL,6,3,20,20,2,1,0,328,115,47,21,20,103,0.264,3.87,0,2,1,0,460,0,55,2,2,10
erlinro01,2022,1,LAN,NL,0,0,2,0,0,0,0,6,2,2,1,1,1,0.25,9,0,0,0,0,9,2,2,0,0,0
escobal02,2022,1,WAS,NL,0,0,2,0,0,0,0,5,3,2,0,1,0,0.375,10.8,0,0,1,0,10,2,2,0,0,0
espinan01,2022,1,CHN,NL,0,2,7,0,0,0,0,55,14,11,4,16,19,0.215,5.4,0,1,4,1,85,2,11,0,0,3
espinpa01,2022,1,WAS,NL,0,9,42,19,1,0,0,340,131,61,24,24,92,0.287,4.84,0,1,2,0,487,18,64,0,5,4
espinra01,2022,1,CIN,NL,0,1,2,0,0,0,0,14,6,4,1,1,5,0.316,7.71,0,0,0,0,21,0,4,1,0,0
estevca01,2022,1,COL,NL,4,4,62,0,0,0,2,171,44,22,7,23,54,0.211,3.47,1,6,1,0,235,20,27,0,2,2
estraje01,2022,1,CHN,NL,0,0,5,0,0,0,0,17,6,2,1,3,8,0.286,3.18,0,1,0,0,25,3,2,0,1,0
faedoal01,2022,1,DET,AL,1,5,12,12,0,0,0,161,63,33,7,25,44,0.293,5.53,0,2,1,0,244,0,34,0,3,3
fairbpe01,2022,1,TBA,AL,0,0,24,0,0,0,8,72,13,3,1,3,38,0.159,1.13,0,0,0,0,87,10,3,0,1,1
falteba01,2022,1,PHI,NL,6,4,20,16,0,0,0,252,85,36,16,17,74,0.263,3.86,0,2,6,0,349,3,39,0,3,7
familje01,2022,1,PHI,NL,1,1,38,0,0,0,0,102,48,23,6,15,33,0.338,6.09,1,1,1,0,158,5,26,0,0,5
familje01,2022,2,BOS,AL,1,2,10,0,0,0,0,31,10,7,1,7,8,0.263,6.1,1,0,1,0,46,3,8,0,0,2
farmebu01,2022,1,CIN,NL,2,2,44,0,0,0,2,141,36,20,2,25,54,0.211,3.83,0,4,1,0,199,10,21,1,1,1
farrelu01,2022,1,CHN,NL,0,0,4,2,0,0,0,33,12,5,2,3,9,0.267,4.09,0,0,0,0,48,1,5,0,0,0
farrelu01,2022,2,CIN,NL,0,0,2,0,0,0,0,12,6,4,1,4,5,0.333,9,0,0,0,0,22,1,5,0,0,0
fauchca01,2022,1,TBA,AL,2,3,22,0,0,0,1,64,26,13,4,10,21,0.289,5.48,0,2,1,0,101,7,16,0,0,2
feddeer01,2022,1,WAS,NL,6,13,27,27,0,0,0,381,149,82,21,58,94,0.293,5.81,0,6,0,0,573,0,84,1,6,13
felizmi01,2022,1,BOS,AL,0,0,1,0,0,0,0,10,1,1,1,2,4,0.091,2.7,0,0,0,0,13,0,2,0,0,0
feltnry01,2022,1,COL,NL,4,9,20,19,0,0,0,292,102,63,16,35,84,0.266,5.83,0,4,5,0,428,0,65,0,4,5
ferguca01,2022,1,LAN,NL,1,0,37,1,0,0,0,104,23,7,1,17,37,0.187,1.82,0,0,2,0,142,3,9,0,0,3
